,ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion
299,778087,28/08/2017,28/08/2017,936,115792,30-34,M,26,30,32,15910.0,5,6.779999852,1.0,0.0
300,778112,28/08/2017,28/08/2017,936,115796,35-39,M,29,33,35,11446.0,2,3.090000033,1.0,1.0
301,778113,28/08/2017,28/08/2017,936,115796,35-39,M,29,35,35,4595.0,0,0.0,1.0,0.0
302,778124,28/08/2017,28/08/2017,936,115798,30-34,M,29,34,32,4871.0,0,0.0,1.0,0.0
303,778148,28/08/2017,28/08/2017,936,115802,35-39,M,28,32,30,3199.0,0,0.0,1.0,0.0
304,778156,28/08/2017,28/08/2017,936,115804,30-34,M,28,32,31,9388.0,2,3.140000105,1.0,0.0
305,778161,27/08/2017,27/08/2017,936,115804,30-34,M,28,31,33,17954.0,6,7.540000200000001,2.0,1.0
306,778208,27/08/2017,27/08/2017,936,115812,40-44,F,29,32,32,2755.0,0,0.0,1.0,0.0
307,778264,27/08/2017,27/08/2017,936,115822,40-44,F,27,31,30,8152.0,1,0.99000001,1.0,0.0
308,778266,27/08/2017,27/08/2017,936,115822,40-44,F,27,32,28,74542.0,19,34.1500001,1.0,0.0
309,778421,27/08/2017,27/08/2017,936,115848,40-44,F,20,21,23,6699.0,2,3.090000033,1.0,0.0
310,778422,27/08/2017,27/08/2017,936,115848,40-44,F,20,25,24,11911.0,4,3.959999919,1.0,0.0
311,778461,27/08/2017,27/08/2017,936,115854,40-44,M,29,35,33,10090.0,2,2.650000095,1.0,1.0
312,778471,27/08/2017,27/08/2017,936,115856,30-34,M,32,35,36,1273.0,0,0.0,1.0,1.0
313,778483,27/08/2017,27/08/2017,936,115858,40-44,F,18,24,20,24188.0,5,8.179999828,1.0,0.0
314,778529,27/08/2017,27/08/2017,936,115866,30-34,M,31,35,33,2214.0,0,0.0,1.0,0.0
315,778556,28/08/2017,28/08/2017,936,115870,40-44,M,32,35,38,9735.0,4,4.1300001139999996,1.0,1.0
316,778590,28/08/2017,28/08/2017,936,115876,30-34,M,30,36,36,1371.0,0,0.0,1.0,1.0
317,778600,29/08/2017,29/08/2017,936,115878,40-44,F,22,23,25,10750.0,4,5.389999866,1.0,0.0
318,778626,29/08/2017,29/08/2017,936,115882,30-34,M,29,33,35,7629.0,1,0.720000029,1.0,1.0
319,778628,29/08/2017,29/08/2017,936,115882,30-34,M,29,35,30,4608.0,0,0.0,1.0,0.0
320,778674,29/08/2017,29/08/2017,936,115890,35-39,M,29,31,30,3732.0,0,0.0,1.0,0.0
321,778689,30/08/2017,30/08/2017,936,115892,30-34,M,28,32,32,7453.0,1,1.679999948,1.0,1.0
322,778722,30/08/2017,30/08/2017,936,115898,35-39,F,64,70,67,41785.0,14,19.10000038,1.0,0.0
323,778737,30/08/2017,30/08/2017,936,115900,35-39,M,27,32,30,8077.0,2,3.5799999239999996,1.0,1.0
324,778756,30/08/2017,30/08/2017,936,115904,35-39,F,63,65,65,5602.0,1,1.580000043,1.0,0.0
325,778804,30/08/2017,30/08/2017,936,115912,30-34,M,26,29,29,6184.0,2,2.75,1.0,1.0
326,778808,29/08/2017,29/08/2017,936,115912,30-34,M,26,28,29,1738.0,0,0.0,1.0,0.0
327,778964,29/08/2017,29/08/2017,936,115938,35-39,F,27,33,28,112460.0,25,41.29000068,1.0,0.0
328,779057,29/08/2017,29/08/2017,936,115954,40-44,M,15,21,21,4414.0,0,0.0,1.0,0.0
329,779106,28/08/2017,28/08/2017,936,115962,35-39,F,30,35,36,14670.0,7,9.410000324,1.0,0.0
330,779438,28/08/2017,28/08/2017,936,116031,30-34,F,64,66,69,33144.0,9,13.40999985,1.0,0.0
331,779453,29/08/2017,29/08/2017,936,116033,45-49,M,64,68,70,4397.0,1,0.949999988,1.0,0.0
332,779488,29/08/2017,29/08/2017,936,116039,45-49,M,65,68,69,1006.0,0,0.0,1.0,0.0
333,779573,29/08/2017,29/08/2017,936,116053,35-39,F,10,13,16,89527.0,24,32.28999996,1.0,0.0
334,779608,29/08/2017,29/08/2017,936,116059,35-39,F,15,18,16,2459.0,0,0.0,1.0,0.0
335,779609,29/08/2017,29/08/2017,936,116059,35-39,F,15,20,18,7116.0,2,1.730000019,1.0,1.0
336,779622,29/08/2017,29/08/2017,936,116061,30-34,F,15,18,17,8613.0,1,0.889999986,2.0,0.0
337,779631,19/08/2017,19/08/2017,936,116063,35-39,F,16,19,18,9730.0,1,1.379999995,1.0,0.0
338,779644,19/08/2017,19/08/2017,936,116065,30-34,F,16,20,20,51816.0,8,10.229999900000001,2.0,1.0
339,779645,22/08/2017,22/08/2017,936,116065,30-34,F,16,21,20,27289.0,3,4.429999828,1.0,0.0
340,779715,22/08/2017,22/08/2017,936,116077,30-34,F,29,32,33,20409.0,4,3.8299999239999996,1.0,0.0
341,779716,22/08/2017,22/08/2017,936,116077,30-34,F,29,32,34,8044.0,1,1.1100000140000001,1.0,0.0
342,779738,22/08/2017,22/08/2017,936,116081,30-34,F,28,32,33,15645.0,4,5.349999905,1.0,0.0
343,779778,22/08/2017,22/08/2017,936,116087,30-34,F,31,37,34,2466.0,0,0.0,2.0,2.0
344,779789,22/08/2017,22/08/2017,936,116089,45-49,M,10,14,13,11611.0,3,3.950000048,1.0,1.0
345,779824,22/08/2017,22/08/2017,936,116095,45-49,M,7,13,9,9375.0,3,4.019999981000001,1.0,0.0
346,779871,22/08/2017,22/08/2017,936,116103,30-34,F,32,37,34,4402.0,1,1.330000043,1.0,1.0
347,779918,22/08/2017,22/08/2017,936,116111,30-34,F,18,23,24,8469.0,2,3.089999914,1.0,0.0
348,779922,22/08/2017,22/08/2017,936,116111,30-34,F,18,22,24,5823.0,1,1.419999957,1.0,1.0
349,779944,21/08/2017,21/08/2017,936,116115,35-39,M,10,13,16,2549.0,0,0.0,1.0,0.0
350,779979,21/08/2017,21/08/2017,936,116121,35-39,M,16,17,21,25817.0,4,6.019999981000001,1.0,0.0
351,779995,21/08/2017,21/08/2017,936,116123,30-34,F,20,24,25,1961.0,0,0.0,1.0,0.0
352,780064,21/08/2017,21/08/2017,936,116135,30-34,F,22,24,25,2554.0,0,0.0,1.0,0.0
353,780104,21/08/2017,21/08/2017,936,116147,30-34,F,25,27,26,4971.0,1,1.230000019,1.0,1.0
354,780199,22/08/2017,22/08/2017,936,116163,35-39,F,23,28,27,1030.0,0,0.0,1.0,1.0
355,780318,22/08/2017,22/08/2017,936,116183,45-49,F,29,32,31,162341.0,56,77.07999969,3.0,0.0
356,780323,21/08/2017,21/08/2017,936,116183,45-49,F,29,35,34,24542.0,7,9.329999924,1.0,0.0
357,780486,21/08/2017,21/08/2017,936,116216,30-34,F,65,69,71,2879.0,0,0.0,1.0,1.0
358,780498,22/08/2017,22/08/2017,936,116218,30-34,F,64,65,68,13621.0,3,4.090000033,1.0,0.0
359,780511,23/08/2017,23/08/2017,936,116220,30-34,F,63,65,66,6175.0,1,1.370000005,2.0,1.0
360,780629,24/08/2017,24/08/2017,936,116240,30-34,F,28,34,34,2963.0,0,0.0,1.0,0.0
361,780653,24/08/2017,24/08/2017,936,116244,30-34,F,29,33,35,9076.0,1,1.379999995,1.0,1.0
362,780655,24/08/2017,24/08/2017,936,116244,30-34,F,29,33,34,20941.0,4,5.909999967,1.0,1.0
363,780666,24/08/2017,24/08/2017,936,116246,45-49,F,10,13,13,3462.0,0,0.0,1.0,0.0
364,780681,24/08/2017,24/08/2017,936,116248,30-34,F,26,29,29,4073.0,0,0.0,1.0,1.0
365,780700,18/08/2017,18/08/2017,936,116252,30-34,F,27,33,30,3745.0,0,0.0,1.0,0.0
366,780748,18/08/2017,18/08/2017,936,116265,30-34,F,24,26,28,830.0,0,0.0,1.0,0.0
367,780759,18/08/2017,18/08/2017,936,116267,45-49,F,18,24,22,2912.0,0,0.0,1.0,0.0
368,780760,24/08/2017,24/08/2017,936,116267,45-49,F,18,23,22,17167.0,5,6.910000086,1.0,0.0
369,780797,24/08/2017,24/08/2017,936,116273,30-34,F,22,25,25,24491.0,7,9.539999962000001,1.0,0.0
370,780799,23/08/2017,23/08/2017,936,116273,30-34,F,22,24,26,44699.0,13,17.30000037,2.0,0.0
371,780821,23/08/2017,23/08/2017,936,116277,30-34,F,23,24,25,6469.0,2,1.309999943,1.0,0.0
372,780830,23/08/2017,23/08/2017,936,116279,45-49,F,16,17,17,16053.0,3,4.079999924,1.0,1.0
373,780835,23/08/2017,23/08/2017,936,116279,45-49,F,16,21,21,54724.0,12,17.92999995,1.0,1.0
374,780867,23/08/2017,23/08/2017,936,116285,30-34,F,21,27,26,4706.0,1,1.2200000290000002,1.0,0.0
375,780974,23/08/2017,23/08/2017,936,116303,40-44,F,32,38,36,8316.0,3,4.569999933,1.0,1.0
376,781066,23/08/2017,23/08/2017,936,116323,40-44,F,22,26,25,5794.0,2,2.269999981,1.0,0.0
377,781114,23/08/2017,23/08/2017,936,116331,40-44,F,18,24,22,4813.0,1,1.0299999709999998,1.0,0.0
378,781159,23/08/2017,23/08/2017,936,116339,40-44,F,10,15,11,85285.0,26,36.13000035,1.0,0.0
379,781162,21/08/2017,21/08/2017,936,116339,40-44,F,10,11,13,5839.0,1,1.370000005,1.0,0.0
380,781175,21/08/2017,21/08/2017,936,116341,40-44,F,15,16,21,5859.0,1,1.5399999619999998,1.0,0.0
381,781187,18/08/2017,18/08/2017,936,116343,40-44,F,16,22,19,164118.0,41,59.06999993,1.0,0.0
382,781195,18/08/2017,18/08/2017,936,116345,35-39,F,63,67,69,18234.0,6,7.810000062,1.0,0.0
383,781207,18/08/2017,18/08/2017,936,116347,35-39,F,64,67,70,2755.0,0,0.0,1.0,0.0
384,781303,19/08/2017,19/08/2017,936,116363,35-39,F,27,29,30,73676.0,20,28.5,1.0,0.0
385,781305,19/08/2017,19/08/2017,936,116363,35-39,F,27,30,28,18421.0,7,10.07999992,1.0,0.0
386,781327,19/08/2017,19/08/2017,936,116367,35-39,F,29,35,35,164754.0,49,67.97999978,2.0,1.0
387,781353,19/08/2017,19/08/2017,936,116371,35-39,F,10,13,15,7449.0,1,1.6399999859999999,1.0,1.0
388,781354,19/08/2017,19/08/2017,936,116371,35-39,F,10,14,16,6424.0,1,0.5299999710000001,1.0,0.0
389,781438,18/08/2017,18/08/2017,936,116385,30-34,M,63,65,68,2086.0,0,0.0,1.0,0.0
390,781470,18/08/2017,18/08/2017,936,116391,35-39,M,16,17,18,6016.0,0,0.0,1.0,0.0
391,781499,18/08/2017,18/08/2017,936,116395,35-39,M,15,21,20,6412.0,1,1.370000005,1.0,0.0
392,781508,24/08/2017,24/08/2017,936,116397,30-34,F,63,68,64,5040.0,1,1.4400000569999998,1.0,0.0
393,781556,24/08/2017,24/08/2017,936,116405,30-34,F,32,37,36,1772.0,0,0.0,1.0,0.0
394,781559,18/08/2017,18/08/2017,936,116405,30-34,F,32,38,34,1783.0,0,0.0,1.0,0.0
395,781606,18/08/2017,18/08/2017,936,116413,35-39,M,20,21,24,8200.0,3,3.919999957,1.0,0.0
396,781690,18/08/2017,18/08/2017,936,116427,45-49,F,26,28,30,115896.0,38,49.44000006,1.0,0.0
397,781811,18/08/2017,18/08/2017,936,116447,35-39,F,16,17,22,10186.0,1,1.230000019,1.0,1.0
398,781857,18/08/2017,18/08/2017,936,116455,30-34,M,20,21,24,9134.0,3,4.180000067,2.0,0.0
399,781858,18/08/2017,18/08/2017,936,116455,30-34,M,20,25,22,3385.0,1,1.4400000569999998,1.0,1.0
400,781907,19/08/2017,19/08/2017,936,116463,45-49,F,21,27,23,1314.0,0,0.0,1.0,0.0
401,781928,19/08/2017,19/08/2017,936,116467,30-34,M,18,21,22,2916.0,0,0.0,1.0,1.0
402,781929,20/08/2017,20/08/2017,936,116467,30-34,M,18,21,21,6142.0,1,1.330000043,1.0,0.0
403,781950,20/08/2017,20/08/2017,936,116471,30-34,F,20,26,21,1984.0,0,0.0,1.0,0.0
404,781999,20/08/2017,20/08/2017,936,116479,30-34,M,24,30,29,9142.0,3,3.7499998810000004,1.0,0.0
405,782001,20/08/2017,20/08/2017,936,116479,30-34,M,24,30,28,5475.0,2,2.7300000189999998,1.0,1.0
406,782022,20/08/2017,20/08/2017,936,116483,30-34,F,18,24,20,8254.0,2,2.3200000519999997,1.0,1.0
407,782026,21/08/2017,21/08/2017,936,116483,30-34,F,18,24,20,5704.0,1,1.320000052,1.0,0.0
408,782130,21/08/2017,21/08/2017,936,116501,30-34,F,16,18,21,7301.0,0,0.0,1.0,0.0
409,782134,21/08/2017,21/08/2017,936,116501,30-34,F,16,19,21,37873.0,5,6.169999957000001,1.0,1.0
410,782135,20/08/2017,20/08/2017,936,116501,30-34,F,16,20,17,25267.0,4,4.940000057,2.0,1.0
411,782171,20/08/2017,20/08/2017,936,116507,30-34,F,30,31,32,535.0,0,0.0,1.0,0.0
412,782180,19/08/2017,19/08/2017,936,116509,30-34,M,29,34,30,3396.0,0,0.0,1.0,0.0
413,782219,19/08/2017,19/08/2017,936,116515,30-34,M,26,27,32,977.0,0,0.0,1.0,0.0
414,782228,19/08/2017,19/08/2017,936,116517,40-44,F,63,64,66,12318.0,5,6.340000152999999,1.0,1.0
415,782242,19/08/2017,19/08/2017,936,116519,30-34,F,28,34,31,4783.0,1,0.860000014,1.0,0.0
416,782275,19/08/2017,19/08/2017,936,116525,30-34,F,29,31,30,6475.0,1,1.350000024,1.0,0.0
417,782337,20/08/2017,20/08/2017,936,116535,45-49,F,16,18,19,104578.0,29,39.25000095,1.0,1.0
418,782407,20/08/2017,20/08/2017,936,116547,45-49,F,10,12,11,33664.0,11,12.51000035,1.0,0.0
419,782443,20/08/2017,20/08/2017,936,116553,40-44,F,20,25,24,979.0,0,0.0,1.0,0.0
420,782541,20/08/2017,20/08/2017,936,116569,40-44,F,28,29,30,7337.0,3,4.079999924,1.0,0.0
421,782587,18/08/2017,18/08/2017,936,116577,30-34,M,10,13,16,2499.0,0,0.0,1.0,0.0
422,782647,18/08/2017,18/08/2017,936,116587,40-44,F,27,33,30,11244.0,3,4.5500001910000005,1.0,0.0
423,782658,23/08/2017,23/08/2017,936,116589,30-34,M,15,17,19,4827.0,0,0.0,1.0,0.0
424,782694,23/08/2017,23/08/2017,936,116595,35-39,F,29,31,35,29035.0,7,8.910000086,2.0,2.0
425,782706,23/08/2017,23/08/2017,936,116597,35-39,F,30,32,32,761.0,0,0.0,1.0,0.0
426,782754,23/08/2017,23/08/2017,936,116605,35-39,F,26,31,32,6532.0,1,1.6100000140000001,1.0,0.0
427,782815,23/08/2017,23/08/2017,936,116615,40-44,F,10,16,15,11537.0,3,4.3000001910000005,1.0,0.0
428,782816,23/08/2017,23/08/2017,936,116615,40-44,F,10,13,11,12183.0,3,2.869999945,1.0,0.0
429,782862,23/08/2017,23/08/2017,936,116623,35-39,F,64,70,67,5912.0,1,1.5599999430000002,1.0,1.0
430,950068,23/08/2017,23/08/2017,936,123438,30-34,M,10,12,13,4012.0,1,1.570000052,1.0,0.0
431,950078,22/08/2017,22/08/2017,936,123440,30-34,M,16,22,17,12396.0,2,3.210000038,2.0,1.0
432,950079,22/08/2017,22/08/2017,936,123440,30-34,M,16,20,22,3142.0,0,0.0,2.0,2.0
433,950099,22/08/2017,22/08/2017,936,123443,30-34,M,18,23,23,1120.0,0,0.0,1.0,0.0
434,950109,22/08/2017,22/08/2017,936,123445,30-34,M,20,24,22,343.0,0,0.0,1.0,1.0
435,950170,22/08/2017,22/08/2017,936,123455,30-34,M,15,19,16,1720.0,0,0.0,1.0,1.0
436,950179,22/08/2017,22/08/2017,936,123457,30-34,M,16,22,19,3423.0,0,0.0,1.0,1.0
437,950182,22/08/2017,22/08/2017,936,123457,30-34,M,16,20,19,3242.0,0,0.0,1.0,0.0
438,950183,22/08/2017,22/08/2017,936,123457,30-34,M,16,22,19,15720.0,1,1.379999995,1.0,0.0
439,950200,22/08/2017,22/08/2017,936,123460,30-34,M,10,13,15,1217.0,0,0.0,1.0,1.0
440,950224,22/08/2017,22/08/2017,936,123464,40-44,M,20,21,23,2367.0,2,2.839999914,1.0,1.0
441,950326,22/08/2017,22/08/2017,936,123481,35-39,M,16,19,22,6607.0,1,1.320000052,2.0,0.0
442,950345,23/08/2017,23/08/2017,936,123484,30-34,M,64,66,65,616.0,0,0.0,1.0,0.0
443,950452,23/08/2017,23/08/2017,936,123502,45-49,M,16,22,22,5537.0,1,1.519999981,1.0,0.0
444,950463,19/08/2017,19/08/2017,936,123504,45-49,M,15,19,18,818.0,0,0.0,1.0,0.0
445,950495,19/08/2017,19/08/2017,936,123509,45-49,M,21,25,25,1909.0,1,0.9800000190000001,1.0,0.0
446,950521,18/08/2017,18/08/2017,936,123514,30-34,M,21,27,25,351.0,0,0.0,1.0,0.0
447,950531,19/08/2017,19/08/2017,936,123515,45-49,M,22,24,26,572.0,0,0.0,1.0,0.0
448,950537,19/08/2017,19/08/2017,936,123516,40-44,M,36,41,40,1884.0,1,1.4099999669999999,1.0,0.0
449,950550,19/08/2017,19/08/2017,936,123519,30-34,M,30,35,36,219.0,0,0.0,1.0,0.0
450,950577,19/08/2017,19/08/2017,936,123523,30-34,M,32,38,34,540.0,0,0.0,1.0,1.0
451,950578,19/08/2017,19/08/2017,936,123523,30-34,M,32,37,37,550.0,0,0.0,1.0,0.0
452,950595,18/08/2017,18/08/2017,936,123526,30-34,M,26,30,31,465.0,0,0.0,1.0,0.0
453,950609,18/08/2017,18/08/2017,936,123528,30-34,M,29,31,35,1761.0,0,0.0,1.0,1.0
454,950629,23/08/2017,23/08/2017,936,123532,30-34,M,65,67,68,152.0,0,0.0,1.0,1.0
455,950631,23/08/2017,23/08/2017,936,123532,30-34,M,65,70,70,152.0,0,0.0,1.0,1.0
456,950649,23/08/2017,23/08/2017,936,123535,30-34,M,64,67,70,429.0,0,0.0,1.0,0.0
457,950745,18/08/2017,18/08/2017,936,123551,30-34,M,29,32,31,1514.0,0,0.0,2.0,2.0
458,950770,18/08/2017,18/08/2017,936,123555,30-34,M,28,31,30,7780.0,3,4.329999924,2.0,2.0
459,950772,18/08/2017,18/08/2017,936,123556,35-39,M,28,30,33,460.0,0,0.0,1.0,0.0
460,950773,18/08/2017,18/08/2017,936,123556,35-39,M,28,29,32,471.0,0,0.0,1.0,0.0
461,950776,18/08/2017,18/08/2017,936,123556,35-39,M,28,29,32,2633.0,1,1.070000052,1.0,0.0
462,950787,18/08/2017,18/08/2017,936,123558,30-34,M,27,32,30,199.0,0,0.0,1.0,0.0
463,950808,22/08/2017,22/08/2017,936,123562,35-39,M,32,33,38,398.0,0,0.0,1.0,0.0
464,950839,22/08/2017,22/08/2017,936,123567,30-34,M,24,29,25,246.0,0,0.0,2.0,2.0
465,950878,19/08/2017,19/08/2017,936,123573,40-44,M,10,11,15,2967.0,1,1.5,1.0,1.0
466,950969,19/08/2017,19/08/2017,936,123588,45-49,M,36,38,40,255.0,0,0.0,1.0,0.0
467,951021,19/08/2017,19/08/2017,936,123597,30-34,F,7,13,9,457.0,0,0.0,1.0,1.0
468,951033,19/08/2017,19/08/2017,936,123599,30-34,F,10,13,13,5517.0,1,1.230000019,1.0,0.0
469,951035,19/08/2017,19/08/2017,936,123599,30-34,F,10,15,12,1539.0,0,0.0,1.0,1.0
470,951043,19/08/2017,19/08/2017,936,123601,30-34,F,16,22,17,3189.0,0,0.0,1.0,0.0
471,951045,19/08/2017,19/08/2017,936,123601,30-34,F,16,20,21,3348.0,0,0.0,1.0,0.0
472,951046,19/08/2017,19/08/2017,936,123601,30-34,F,16,18,17,20050.0,4,4.659999847,4.0,1.0
473,951102,19/08/2017,19/08/2017,936,123611,45-49,M,16,18,19,2254.0,0,0.0,1.0,0.0
474,951105,19/08/2017,19/08/2017,936,123611,45-49,M,16,20,21,5894.0,1,1.5399999619999998,1.0,1.0
475,951133,18/08/2017,18/08/2017,936,123616,35-39,M,16,21,19,9948.0,2,2.720000029,2.0,0.0
476,951202,18/08/2017,18/08/2017,936,123627,45-49,F,26,29,28,5307.0,3,4.289999962,2.0,1.0
477,951225,18/08/2017,18/08/2017,936,123631,35-39,F,22,28,28,4621.0,2,3.25,1.0,1.0
478,951270,18/08/2017,18/08/2017,936,123639,35-39,F,18,21,19,784.0,0,0.0,1.0,1.0
479,951282,18/08/2017,18/08/2017,936,123641,35-39,F,16,22,17,5775.0,1,1.580000043,1.0,1.0
480,951285,19/08/2017,19/08/2017,936,123641,35-39,F,16,20,20,9297.0,2,2.619999886,2.0,1.0
481,951294,19/08/2017,19/08/2017,936,123643,35-39,F,15,16,17,699.0,0,0.0,1.0,0.0
482,951305,19/08/2017,19/08/2017,936,123644,35-39,F,10,12,13,1104.0,0,0.0,1.0,0.0
483,951334,18/08/2017,18/08/2017,936,123649,30-34,F,64,70,69,3717.0,1,1.5399999619999998,1.0,0.0
484,951391,19/08/2017,19/08/2017,936,123659,30-34,F,28,29,33,2879.0,1,1.5900000330000001,2.0,2.0
485,951392,20/08/2017,20/08/2017,936,123659,30-34,F,28,31,32,2749.0,1,1.3899999859999999,1.0,0.0
486,951400,21/08/2017,21/08/2017,936,123660,45-49,F,10,12,15,24028.0,9,12.39000034,2.0,0.0
487,951402,21/08/2017,21/08/2017,936,123661,30-34,F,29,32,31,1118.0,0,0.0,1.0,1.0
488,951413,21/08/2017,21/08/2017,936,123662,30-34,F,26,29,27,1083.0,0,0.0,2.0,1.0
489,951420,21/08/2017,21/08/2017,936,123664,30-34,F,27,33,32,843.0,0,0.0,1.0,0.0
490,951444,21/08/2017,21/08/2017,936,123668,30-34,F,25,28,26,2983.0,1,0.970000029,1.0,0.0
491,951448,22/08/2017,22/08/2017,936,123668,30-34,F,25,30,28,696.0,0,0.0,1.0,0.0
492,951462,21/08/2017,21/08/2017,936,123671,45-49,F,16,20,19,7589.0,2,3.150000095,1.0,1.0
493,951464,21/08/2017,21/08/2017,936,123671,45-49,F,16,17,21,20997.0,10,11.94999981,1.0,0.0
494,951465,21/08/2017,21/08/2017,936,123671,45-49,F,16,18,17,4617.0,1,1.3600000140000001,1.0,0.0
495,951498,21/08/2017,21/08/2017,936,123677,45-49,F,20,22,21,259.0,0,0.0,1.0,0.0
496,951508,21/08/2017,21/08/2017,936,123678,30-34,F,18,21,22,1134.0,0,0.0,1.0,0.0
497,951542,20/08/2017,20/08/2017,936,123684,40-44,F,27,32,28,357.0,0,0.0,1.0,0.0
498,951607,20/08/2017,20/08/2017,936,123695,40-44,F,10,15,15,848.0,0,0.0,1.0,1.0
499,951608,20/08/2017,20/08/2017,936,123695,40-44,F,10,15,13,3149.0,1,1.480000019,1.0,0.0
500,951641,20/08/2017,20/08/2017,936,123700,40-44,F,2,4,7,87.0,0,0.0,1.0,1.0
501,951677,20/08/2017,20/08/2017,936,123706,35-39,F,27,28,31,2563.0,1,1.480000019,1.0,0.0
502,951692,21/08/2017,21/08/2017,936,123709,35-39,F,10,15,14,1107.0,0,0.0,1.0,0.0
503,951715,20/08/2017,20/08/2017,936,123713,45-49,F,64,65,65,10677.0,5,7.269999981000001,1.0,0.0
504,951756,20/08/2017,20/08/2017,936,123720,35-39,F,22,25,26,2189.0,1,0.40999999600000003,1.0,0.0
505,951779,20/08/2017,20/08/2017,936,123723,45-49,F,27,32,29,3277.0,2,2.680000067,1.0,0.0
506,951782,24/08/2017,24/08/2017,936,123724,45-49,F,26,30,29,781.0,0,0.0,1.0,0.0
507,951810,24/08/2017,24/08/2017,936,123729,35-39,F,16,17,22,2226.0,0,0.0,1.0,0.0
508,951812,29/08/2017,29/08/2017,936,123729,35-39,F,16,18,18,16274.0,4,6.079999924,2.0,0.0
509,951837,29/08/2017,29/08/2017,936,123733,45-49,F,20,23,23,2077.0,1,1.50999999,1.0,1.0
510,951853,29/08/2017,29/08/2017,936,123736,30-34,F,20,23,25,529.0,0,0.0,0.0,0.0
511,951854,25/08/2017,25/08/2017,936,123736,30-34,F,20,26,25,487.0,0,0.0,1.0,0.0
512,951856,25/08/2017,25/08/2017,936,123736,30-34,F,20,23,21,4626.0,2,2.099999905,2.0,0.0
513,951941,25/08/2017,25/08/2017,936,123750,30-34,F,28,33,34,2764.0,1,1.5599999430000002,1.0,1.0
514,952001,25/08/2017,25/08/2017,936,123760,45-49,F,10,12,13,5447.0,2,2.960000038,1.0,0.0
515,952031,25/08/2017,25/08/2017,936,123765,40-44,F,16,17,17,28169.0,8,12.36999989,1.0,1.0
516,952080,29/08/2017,29/08/2017,936,123774,40-44,F,27,30,30,415.0,0,0.0,1.0,0.0
517,952100,29/08/2017,29/08/2017,936,123777,35-39,F,29,31,30,810.0,0,0.0,1.0,1.0
